2,2,100,1,GDOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
103600,-713966.9026,-4044889.143,4863396.244,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872779571,-1.745507591,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713966.9026,-4044889.143,4863396.244,-6.0218,6.5639,4.5446,0,0,0,0.872779571,-1.745507591,178,2.283
103700,-713967.5048,-4044888.486,4863396.698,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872779682,-1.745507763,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713967.5048,-4044888.486,4863396.698,-6.0218,6.5639,4.5446,0,0,0,0.872779682,-1.745507763,178,2.283
103800,-713968.107,-4044887.83,4863397.153,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872779793,-1.745507935,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713968.107,-4044887.83,4863397.153,-6.0218,6.5639,4.5446,0,0,0,0.872779793,-1.745507935,178,2.283
103900,-713968.7092,-4044887.174,4863397.607,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872779904,-1.745508107,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713968.7092,-4044887.174,4863397.607,-6.0218,6.5639,4.5446,0,0,0,0.872779904,-1.745508107,178,2.283
104000,-713969.3113,-4044886.517,4863398.061,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780015,-1.74550828,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713969.3113,-4044886.517,4863398.061,-6.0218,6.5639,4.5446,0,0,0,0.872780015,-1.74550828,178,2.283
104100,-713969.9135,-4044885.861,4863398.516,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780126,-1.745508452,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713969.9135,-4044885.861,4863398.516,-6.0218,6.5639,4.5446,0,0,0,0.872780126,-1.745508452,178,2.283
104200,-713970.5157,-4044885.205,4863398.97,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780237,-1.745508624,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713970.5157,-4044885.205,4863398.97,-6.0218,6.5639,4.5446,0,0,0,0.872780237,-1.745508624,178,2.283
104300,-713971.1179,-4044884.548,4863399.425,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780348,-1.745508796,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713971.1179,-4044884.548,4863399.425,-6.0218,6.5639,4.5446,0,0,0,0.872780348,-1.745508796,178,2.283
104400,-713971.72,-4044883.892,4863399.879,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780459,-1.745508968,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713971.72,-4044883.892,4863399.879,-6.0218,6.5639,4.5446,0,0,0,0.872780459,-1.745508968,178,2.283
104500,-713972.3222,-4044883.235,4863400.334,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.87278057,-1.74550914,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713972.3222,-4044883.235,4863400.334,-6.0218,6.5639,4.5446,0,0,0,0.87278057,-1.74550914,178,2.283
104600,-713972.9244,-4044882.579,4863400.788,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780681,-1.745509313,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713972.9244,-4044882.579,4863400.788,-6.0218,6.5639,4.5446,0,0,0,0.872780681,-1.745509313,178,2.283
104700,-713973.5266,-4044881.923,4863401.243,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780792,-1.745509485,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713973.5266,-4044881.923,4863401.243,-6.0218,6.5639,4.5446,0,0,0,0.872780792,-1.745509485,178,2.283
104800,-713974.1287,-4044881.266,4863401.697,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872780903,-1.745509657,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713974.1287,-4044881.266,4863401.697,-6.0218,6.5639,4.5446,0,0,0,0.872780903,-1.745509657,178,2.283
104900,-713974.7309,-4044880.61,4863402.152,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872781014,-1.745509829,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713974.7309,-4044880.61,4863402.152,-6.0218,6.5639,4.5446,0,0,0,0.872781014,-1.745509829,178,2.283
105000,-713975.3331,-4044879.953,4863402.606,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872781125,-1.745510001,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713975.3331,-4044879.953,4863402.606,-6.0218,6.5639,4.5446,0,0,0,0.872781125,-1.745510001,178,2.283
105100,-713975.9353,-4044879.297,4863403.06,-6.0218,6.5639,4.5446,0,0,0,0,0,0,0.872781236,-1.745510173,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713975.9353,-4044879.297,4863403.06,-6.0218,6.5639,4.5446,0,0,0,0.872781236,-1.745510173,178,2.283
105200,-713976.5374,-4044878.641,4863403.515,-6.0218,6.564,4.5446,0,0,0,0,0,0,0.872781347,-1.745510345,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713976.5374,-4044878.641,4863403.515,-6.0218,6.564,4.5446,0,0,0,0.872781347,-1.745510345,178,2.283
105300,-713977.1396,-4044877.984,4863403.969,-6.0218,6.564,4.5446,0,0,0,0,0,0,0.872781458,-1.745510518,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713977.1396,-4044877.984,4863403.969,-6.0218,6.564,4.5446,0,0,0,0.872781458,-1.745510518,178,2.283
105400,-713977.7418,-4044877.328,4863404.424,-6.0218,6.564,4.5446,0,0,0,0,0,0,0.872781568,-1.74551069,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713977.7418,-4044877.328,4863404.424,-6.0218,6.564,4.5446,0,0,0,0.872781568,-1.74551069,178,2.283
105500,-713978.344,-4044876.671,4863404.878,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872781679,-1.745510862,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713978.344,-4044876.671,4863404.878,-6.0217,6.564,4.5446,0,0,0,0.872781679,-1.745510862,178,2.283
105600,-713978.9461,-4044876.015,4863405.333,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.87278179,-1.745511034,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713978.9461,-4044876.015,4863405.333,-6.0217,6.564,4.5446,0,0,0,0.87278179,-1.745511034,178,2.283
105700,-713979.5483,-4044875.359,4863405.787,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872781901,-1.745511206,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713979.5483,-4044875.359,4863405.787,-6.0217,6.564,4.5446,0,0,0,0.872781901,-1.745511206,178,2.283
105800,-713980.1505,-4044874.702,4863406.242,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782012,-1.745511378,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713980.1505,-4044874.702,4863406.242,-6.0217,6.564,4.5446,0,0,0,0.872782012,-1.745511378,178,2.283
105900,-713980.7527,-4044874.046,4863406.696,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782123,-1.745511551,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713980.7527,-4044874.046,4863406.696,-6.0217,6.564,4.5446,0,0,0,0.872782123,-1.745511551,178,2.283
106000,-713981.3548,-4044873.389,4863407.151,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782234,-1.745511723,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713981.3548,-4044873.389,4863407.151,-6.0217,6.564,4.5446,0,0,0,0.872782234,-1.745511723,178,2.283
106100,-713981.957,-4044872.733,4863407.605,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782345,-1.745511895,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713981.957,-4044872.733,4863407.605,-6.0217,6.564,4.5446,0,0,0,0.872782345,-1.745511895,178,2.283
106200,-713982.5592,-4044872.077,4863408.059,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782456,-1.745512067,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713982.5592,-4044872.077,4863408.059,-6.0217,6.564,4.5446,0,0,0,0.872782456,-1.745512067,178,2.283
106300,-713983.1614,-4044871.42,4863408.514,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782567,-1.745512239,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713983.1614,-4044871.42,4863408.514,-6.0217,6.564,4.5446,0,0,0,0.872782567,-1.745512239,178,2.283
106400,-713983.7635,-4044870.764,4863408.968,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782678,-1.745512411,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713983.7635,-4044870.764,4863408.968,-6.0217,6.564,4.5446,0,0,0,0.872782678,-1.745512411,178,2.283
106500,-713984.3657,-4044870.107,4863409.423,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872782789,-1.745512583,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713984.3657,-4044870.107,4863409.423,-6.0217,6.564,4.5446,0,0,0,0.872782789,-1.745512583,178,2.283
106600,-713984.9679,-4044869.451,4863409.877,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.8727829,-1.745512756,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713984.9679,-4044869.451,4863409.877,-6.0217,6.564,4.5446,0,0,0,0.8727829,-1.745512756,178,2.283
106700,-713985.5701,-4044868.795,4863410.332,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872783011,-1.745512928,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713985.5701,-4044868.795,4863410.332,-6.0217,6.564,4.5446,0,0,0,0.872783011,-1.745512928,178,2.283
106800,-713986.1722,-4044868.138,4863410.786,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872783122,-1.7455131,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713986.1722,-4044868.138,4863410.786,-6.0217,6.564,4.5446,0,0,0,0.872783122,-1.7455131,178,2.283
106900,-713986.7744,-4044867.482,4863411.241,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872783233,-1.745513272,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713986.7744,-4044867.482,4863411.241,-6.0217,6.564,4.5446,0,0,0,0.872783233,-1.745513272,178,2.283
107000,-713987.3766,-4044866.825,4863411.695,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872783344,-1.745513444,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713987.3766,-4044866.825,4863411.695,-6.0217,6.564,4.5446,0,0,0,0.872783344,-1.745513444,178,2.283
107100,-713987.9788,-4044866.169,4863412.15,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872783455,-1.745513616,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713987.9788,-4044866.169,4863412.15,-6.0217,6.564,4.5446,0,0,0,0.872783455,-1.745513616,178,2.283
107200,-713988.5809,-4044865.513,4863412.604,-6.0217,6.564,4.5446,0,0,0,0,0,0,0.872783566,-1.745513789,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713988.5809,-4044865.513,4863412.604,-6.0217,6.564,4.5446,0,0,0,0.872783566,-1.745513789,178,2.283
107300,-713989.1831,-4044864.856,4863413.058,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872783677,-1.745513961,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713989.1831,-4044864.856,4863413.058,-6.0217,6.564,4.5445,0,0,0,0.872783677,-1.745513961,178,2.283
107400,-713989.7853,-4044864.2,4863413.513,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872783788,-1.745514133,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713989.7853,-4044864.2,4863413.513,-6.0217,6.564,4.5445,0,0,0,0.872783788,-1.745514133,178,2.283
107500,-713990.3874,-4044863.543,4863413.967,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872783898,-1.745514305,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713990.3874,-4044863.543,4863413.967,-6.0217,6.564,4.5445,0,0,0,0.872783898,-1.745514305,178,2.283
107600,-713990.9896,-4044862.887,4863414.422,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784009,-1.745514477,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713990.9896,-4044862.887,4863414.422,-6.0217,6.564,4.5445,0,0,0,0.872784009,-1.745514477,178,2.283
107700,-713991.5918,-4044862.231,4863414.876,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.87278412,-1.745514649,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713991.5918,-4044862.231,4863414.876,-6.0217,6.564,4.5445,0,0,0,0.87278412,-1.745514649,178,2.283
107800,-713992.194,-4044861.574,4863415.331,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784231,-1.745514821,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713992.194,-4044861.574,4863415.331,-6.0217,6.564,4.5445,0,0,0,0.872784231,-1.745514821,178,2.283
107900,-713992.7961,-4044860.918,4863415.785,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784342,-1.745514994,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713992.7961,-4044860.918,4863415.785,-6.0217,6.564,4.5445,0,0,0,0.872784342,-1.745514994,178,2.283
108000,-713993.3983,-4044860.261,4863416.24,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784453,-1.745515166,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713993.3983,-4044860.261,4863416.24,-6.0217,6.564,4.5445,0,0,0,0.872784453,-1.745515166,178,2.283
108100,-713994.0005,-4044859.605,4863416.694,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784564,-1.745515338,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713994.0005,-4044859.605,4863416.694,-6.0217,6.564,4.5445,0,0,0,0.872784564,-1.745515338,178,2.283
108200,-713994.6026,-4044858.949,4863417.149,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784675,-1.74551551,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713994.6026,-4044858.949,4863417.149,-6.0217,6.564,4.5445,0,0,0,0.872784675,-1.74551551,178,2.283
108300,-713995.2048,-4044858.292,4863417.603,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784786,-1.745515682,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713995.2048,-4044858.292,4863417.603,-6.0217,6.564,4.5445,0,0,0,0.872784786,-1.745515682,178,2.283
108400,-713995.807,-4044857.636,4863418.057,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872784897,-1.745515854,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713995.807,-4044857.636,4863418.057,-6.0217,6.564,4.5445,0,0,0,0.872784897,-1.745515854,178,2.283
108500,-713996.4092,-4044856.979,4863418.512,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785008,-1.745516027,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713996.4092,-4044856.979,4863418.512,-6.0217,6.564,4.5445,0,0,0,0.872785008,-1.745516027,178,2.283
108600,-713997.0113,-4044856.323,4863418.966,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785119,-1.745516199,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713997.0113,-4044856.323,4863418.966,-6.0217,6.564,4.5445,0,0,0,0.872785119,-1.745516199,178,2.283
108700,-713997.6135,-4044855.667,4863419.421,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.87278523,-1.745516371,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713997.6135,-4044855.667,4863419.421,-6.0217,6.564,4.5445,0,0,0,0.87278523,-1.745516371,178,2.283
108800,-713998.2157,-4044855.01,4863419.875,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785341,-1.745516543,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713998.2157,-4044855.01,4863419.875,-6.0217,6.564,4.5445,0,0,0,0.872785341,-1.745516543,178,2.283
108900,-713998.8178,-4044854.354,4863420.33,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785452,-1.745516715,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713998.8178,-4044854.354,4863420.33,-6.0217,6.564,4.5445,0,0,0,0.872785452,-1.745516715,178,2.283
109000,-713999.42,-4044853.697,4863420.784,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785563,-1.745516887,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-713999.42,-4044853.697,4863420.784,-6.0217,6.564,4.5445,0,0,0,0.872785563,-1.745516887,178,2.283
109100,-714000.0222,-4044853.041,4863421.239,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785674,-1.745517059,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714000.0222,-4044853.041,4863421.239,-6.0217,6.564,4.5445,0,0,0,0.872785674,-1.745517059,178,2.283
109200,-714000.6244,-4044852.385,4863421.693,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785785,-1.745517232,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714000.6244,-4044852.385,4863421.693,-6.0217,6.564,4.5445,0,0,0,0.872785785,-1.745517232,178,2.283
109300,-714001.2265,-4044851.728,4863422.148,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872785896,-1.745517404,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714001.2265,-4044851.728,4863422.148,-6.0217,6.564,4.5445,0,0,0,0.872785896,-1.745517404,178,2.283
109400,-714001.8287,-4044851.072,4863422.602,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786007,-1.745517576,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714001.8287,-4044851.072,4863422.602,-6.0217,6.564,4.5445,0,0,0,0.872786007,-1.745517576,178,2.283
109500,-714002.4309,-4044850.415,4863423.056,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786117,-1.745517748,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714002.4309,-4044850.415,4863423.056,-6.0217,6.564,4.5445,0,0,0,0.872786117,-1.745517748,178,2.283
109600,-714003.033,-4044849.759,4863423.511,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786228,-1.74551792,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714003.033,-4044849.759,4863423.511,-6.0217,6.564,4.5445,0,0,0,0.872786228,-1.74551792,178,2.283
109700,-714003.6352,-4044849.103,4863423.965,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786339,-1.745518092,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714003.6352,-4044849.103,4863423.965,-6.0217,6.564,4.5445,0,0,0,0.872786339,-1.745518092,178,2.283
109800,-714004.2374,-4044848.446,4863424.42,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.87278645,-1.745518265,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714004.2374,-4044848.446,4863424.42,-6.0217,6.564,4.5445,0,0,0,0.87278645,-1.745518265,178,2.283
109900,-714004.8395,-4044847.79,4863424.874,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786561,-1.745518437,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714004.8395,-4044847.79,4863424.874,-6.0217,6.564,4.5445,0,0,0,0.872786561,-1.745518437,178,2.283
110000,-714005.4417,-4044847.133,4863425.329,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786672,-1.745518609,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714005.4417,-4044847.133,4863425.329,-6.0217,6.564,4.5445,0,0,0,0.872786672,-1.745518609,178,2.283
110100,-714006.0439,-4044846.477,4863425.783,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786783,-1.745518781,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714006.0439,-4044846.477,4863425.783,-6.0217,6.564,4.5445,0,0,0,0.872786783,-1.745518781,178,2.283
110200,-714006.6461,-4044845.821,4863426.238,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872786894,-1.745518953,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714006.6461,-4044845.821,4863426.238,-6.0217,6.564,4.5445,0,0,0,0.872786894,-1.745518953,178,2.283
110300,-714007.2482,-4044845.164,4863426.692,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787005,-1.745519125,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714007.2482,-4044845.164,4863426.692,-6.0217,6.564,4.5445,0,0,0,0.872787005,-1.745519125,178,2.283
110400,-714007.8504,-4044844.508,4863427.147,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787116,-1.745519297,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714007.8504,-4044844.508,4863427.147,-6.0217,6.564,4.5445,0,0,0,0.872787116,-1.745519297,178,2.283
110500,-714008.4526,-4044843.851,4863427.601,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787227,-1.74551947,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714008.4526,-4044843.851,4863427.601,-6.0217,6.564,4.5445,0,0,0,0.872787227,-1.74551947,178,2.283
110600,-714009.0547,-4044843.195,4863428.055,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787338,-1.745519642,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714009.0547,-4044843.195,4863428.055,-6.0217,6.564,4.5445,0,0,0,0.872787338,-1.745519642,178,2.283
110700,-714009.6569,-4044842.539,4863428.51,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787449,-1.745519814,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714009.6569,-4044842.539,4863428.51,-6.0217,6.564,4.5445,0,0,0,0.872787449,-1.745519814,178,2.283
110800,-714010.2591,-4044841.882,4863428.964,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.87278756,-1.745519986,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714010.2591,-4044841.882,4863428.964,-6.0217,6.564,4.5445,0,0,0,0.87278756,-1.745519986,178,2.283
110900,-714010.8612,-4044841.226,4863429.419,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787671,-1.745520158,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714010.8612,-4044841.226,4863429.419,-6.0217,6.564,4.5445,0,0,0,0.872787671,-1.745520158,178,2.283
111000,-714011.4634,-4044840.569,4863429.873,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787782,-1.74552033,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714011.4634,-4044840.569,4863429.873,-6.0217,6.564,4.5445,0,0,0,0.872787782,-1.74552033,178,2.283
111100,-714012.0656,-4044839.913,4863430.328,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872787893,-1.745520503,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714012.0656,-4044839.913,4863430.328,-6.0217,6.564,4.5445,0,0,0,0.872787893,-1.745520503,178,2.283
111200,-714012.6677,-4044839.257,4863430.782,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872788004,-1.745520675,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714012.6677,-4044839.257,4863430.782,-6.0217,6.564,4.5445,0,0,0,0.872788004,-1.745520675,178,2.283
111300,-714013.2699,-4044838.6,4863431.237,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872788115,-1.745520847,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714013.2699,-4044838.6,4863431.237,-6.0217,6.564,4.5445,0,0,0,0.872788115,-1.745520847,178,2.283
111400,-714013.8721,-4044837.944,4863431.691,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872788226,-1.745521019,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714013.8721,-4044837.944,4863431.691,-6.0217,6.564,4.5445,0,0,0,0.872788226,-1.745521019,178,2.283
111500,-714014.4742,-4044837.287,4863432.146,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872788337,-1.745521191,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714014.4742,-4044837.287,4863432.146,-6.0217,6.564,4.5445,0,0,0,0.872788337,-1.745521191,178,2.283
111600,-714015.0764,-4044836.631,4863432.6,-6.0217,6.564,4.5445,0,0,0,0,0,0,0.872788447,-1.745521363,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714015.0764,-4044836.631,4863432.6,-6.0217,6.564,4.5445,0,0,0,0.872788447,-1.745521363,178,2.283
111700,-714015.6786,-4044835.975,4863433.054,-6.0217,6.5641,4.5445,0,0,0,0,0,0,0.872788558,-1.745521535,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714015.6786,-4044835.975,4863433.054,-6.0217,6.5641,4.5445,0,0,0,0.872788558,-1.745521535,178,2.283
111800,-714016.2807,-4044835.318,4863433.509,-6.0217,6.5641,4.5445,0,0,0,0,0,0,0.872788669,-1.745521708,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714016.2807,-4044835.318,4863433.509,-6.0217,6.5641,4.5445,0,0,0,0.872788669,-1.745521708,178,2.283
111900,-714016.8829,-4044834.662,4863433.963,-6.0217,6.5641,4.5445,0,0,0,0,0,0,0.87278878,-1.74552188,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714016.8829,-4044834.662,4863433.963,-6.0217,6.5641,4.5445,0,0,0,0.87278878,-1.74552188,178,2.283
112000,-714017.4851,-4044834.005,4863434.418,-6.0217,6.5641,4.5445,0,0,0,0,0,0,0.872788891,-1.745522052,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714017.4851,-4044834.005,4863434.418,-6.0217,6.5641,4.5445,0,0,0,0.872788891,-1.745522052,178,2.283
112100,-714018.0872,-4044833.349,4863434.872,-6.0217,6.5641,4.5445,0,0,0,0,0,0,0.872789002,-1.745522224,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714018.0872,-4044833.349,4863434.872,-6.0217,6.5641,4.5445,0,0,0,0.872789002,-1.745522224,178,2.283
112200,-714018.6894,-4044832.693,4863435.327,-6.0217,6.5641,4.5445,0,0,0,0,0,0,0.872789113,-1.745522396,178,-0.785398163,0,0,0,-0.000002,0.000001,0,0,0,-714018.6894,-4044832.693,4863435.327,-6.0217,6.5641,4.5445,0,0,0,0.872789113,-1.745522396,178,2.282
